"concat(DBX , Portfolio Name)",As of Date,FundID,Benchmark,Fund_Return,Benchmark_Return
DBX U.S. Real Estate Portfolio,2007-11-30,F-106,FTSE Nareit Equity REITs Index,72158,53389
DBX U.S. Real Estate Portfolio,2007-10-31,F-106,FTSE Nareit Equity REITs Index,80441,58714
DBX U.S. Real Estate Portfolio,2007-09-30,F-106,FTSE Nareit Equity REITs Index,79405,58063
DBX U.S. Real Estate Portfolio,2007-08-31,F-106,FTSE Nareit Equity REITs Index,76336,55613
DBX U.S. Real Estate Portfolio,2007-07-31,F-106,FTSE Nareit Equity REITs Index,72701,52184
DBX U.S. Real Estate Portfolio,2007-06-30,F-106,FTSE Nareit Equity REITs Index,79180,56600
DBX U.S. Real Estate Portfolio,2007-05-31,F-106,FTSE Nareit Equity REITs Index,86721,62245
DBX U.S. Real Estate Portfolio,2007-04-30,F-106,FTSE Nareit Equity REITs Index,85357,62212
DBX U.S. Real Estate Portfolio,2007-03-31,F-106,FTSE Nareit Equity REITs Index,85363,62225
DBX U.S. Real Estate Portfolio,2007-02-28,F-106,FTSE Nareit Equity REITs Index,87011,63746
DBX U.S. Real Estate Portfolio,2007-01-31,F-106,FTSE Nareit Equity REITs Index,88774,65206
DBX U.S. Real Estate Portfolio,2006-12-31,F-106,FTSE Nareit Equity REITs Index,81605,60142
DBX U.S. Real Estate Portfolio,2006-11-30,F-106,FTSE Nareit Equity REITs Index,82100,61097
DBX U.S. Real Estate Portfolio,2006-10-31,F-106,FTSE Nareit Equity REITs Index,77799,58383
DBX U.S. Real Estate Portfolio,2006-09-30,F-106,FTSE Nareit Equity REITs Index,73603,54941
DBX U.S. Real Estate Portfolio,2006-08-31,F-106,FTSE Nareit Equity REITs Index,71473,53944
DBX U.S. Real Estate Portfolio,2006-07-31,F-106,FTSE Nareit Equity REITs Index,68745,51977
DBX U.S. Real Estate Portfolio,2006-06-30,F-106,FTSE Nareit Equity REITs Index,67715,50281
DBX U.S. Real Estate Portfolio,2006-05-31,F-106,FTSE Nareit Equity REITs Index,64213,47794
DBX U.S. Real Estate Portfolio,2006-04-30,F-106,FTSE Nareit Equity REITs Index,65473,49195
DBX U.S. Real Estate Portfolio,2006-03-31,F-106,FTSE Nareit Equity REITs Index,67207,51094
DBX U.S. Real Estate Portfolio,2006-02-28,F-106,FTSE Nareit Equity REITs Index,63692,48637
DBX U.S. Real Estate Portfolio,2006-01-31,F-106,FTSE Nareit Equity REITs Index,62487,47782
DBX U.S. Real Estate Portfolio,2005-12-31,F-106,FTSE Nareit Equity REITs Index,58771,44529
DBX U.S. Real Estate Portfolio,2005-11-30,F-106,FTSE Nareit Equity REITs Index,58515,44618
DBX U.S. Real Estate Portfolio,2005-10-31,F-106,FTSE Nareit Equity REITs Index,55485,42814
DBX U.S. Real Estate Portfolio,2005-09-30,F-106,FTSE Nareit Equity REITs Index,56246,43852
DBX U.S. Real Estate Portfolio,2005-08-31,F-106,FTSE Nareit Equity REITs Index,56000,43592
DBX U.S. Real Estate Portfolio,2005-07-31,F-106,FTSE Nareit Equity REITs Index,58056,45247
DBX U.S. Real Estate Portfolio,2005-06-30,F-106,FTSE Nareit Equity REITs Index,54137,42233
DBX U.S. Real Estate Portfolio,2005-05-31,F-106,FTSE Nareit Equity REITs Index,51197,40211
DBX U.S. Real Estate Portfolio,2005-04-30,F-106,FTSE Nareit Equity REITs Index,49467,38864
DBX U.S. Real Estate Portfolio,2005-03-31,F-106,FTSE Nareit Equity REITs Index,47174,36901
DBX U.S. Real Estate Portfolio,2005-02-28,F-106,FTSE Nareit Equity REITs Index,47518,37482
DBX U.S. Real Estate Portfolio,2005-01-31,F-106,FTSE Nareit Equity REITs Index,46120,36367
DBX U.S. Real Estate Portfolio,2004-12-31,F-106,FTSE Nareit Equity REITs Index,49950,39701
DBX U.S. Real Estate Portfolio,2004-11-30,F-106,FTSE Nareit Equity REITs Index,47237,37863
DBX U.S. Real Estate Portfolio,2004-10-31,F-106,FTSE Nareit Equity REITs Index,44913,36301
DBX U.S. Real Estate Portfolio,2004-09-30,F-106,FTSE Nareit Equity REITs Index,42489,34454
DBX U.S. Real Estate Portfolio,2004-08-31,F-106,FTSE Nareit Equity REITs Index,42448,34475
DBX U.S. Real Estate Portfolio,2004-07-31,F-106,FTSE Nareit Equity REITs Index,39454,31940
DBX U.S. Real Estate Portfolio,2004-06-30,F-106,FTSE Nareit Equity REITs Index,38922,31835
DBX U.S. Real Estate Portfolio,2004-05-31,F-106,FTSE Nareit Equity REITs Index,37859,30928
DBX U.S. Real Estate Portfolio,2004-04-30,F-106,FTSE Nareit Equity REITs Index,35447,28870
DBX U.S. Real Estate Portfolio,2004-03-31,F-106,FTSE Nareit Equity REITs Index,40589,33799
DBX U.S. Real Estate Portfolio,2004-02-29,F-106,FTSE Nareit Equity REITs Index,38478,32028
DBX U.S. Real Estate Portfolio,2004-01-31,F-106,FTSE Nareit Equity REITs Index,37686,31478
DBX U.S. Real Estate Portfolio,2003-12-31,F-106,FTSE Nareit Equity REITs Index,36386,30173
DBX U.S. Real Estate Portfolio,2003-11-30,F-106,FTSE Nareit Equity REITs Index,35328,29153
DBX U.S. Real Estate Portfolio,2003-10-31,F-106,FTSE Nareit Equity REITs Index,33970,27935
DBX U.S. Real Estate Portfolio,2003-09-30,F-106,FTSE Nareit Equity REITs Index,33539,27439
DBX U.S. Real Estate Portfolio,2003-08-31,F-106,FTSE Nareit Equity REITs Index,32449,26537
DBX U.S. Real Estate Portfolio,2003-07-31,F-106,FTSE Nareit Equity REITs Index,32033,26396
DBX U.S. Real Estate Portfolio,2003-06-30,F-106,FTSE Nareit Equity REITs Index,30185,25055
DBX U.S. Real Estate Portfolio,2003-05-31,F-106,FTSE Nareit Equity REITs Index,29713,24521
DBX U.S. Real Estate Portfolio,2003-04-30,F-106,FTSE Nareit Equity REITs Index,27962,23125
DBX U.S. Real Estate Portfolio,2003-03-31,F-106,FTSE Nareit Equity REITs Index,26695,22151
DBX U.S. Real Estate Portfolio,2003-02-28,F-106,FTSE Nareit Equity REITs Index,26110,21716
DBX U.S. Real Estate Portfolio,2003-01-31,F-106,FTSE Nareit Equity REITs Index,25680,21363
DBX U.S. Real Estate Portfolio,2002-12-31,F-106,FTSE Nareit Equity REITs Index,26441,22002
DBX U.S. Real Estate Portfolio,2002-11-30,F-106,FTSE Nareit Equity REITs Index,26096,21840
DBX U.S. Real Estate Portfolio,2002-10-31,F-106,FTSE Nareit Equity REITs Index,24887,20858
DBX U.S. Real Estate Portfolio,2002-09-30,F-106,FTSE Nareit Equity REITs Index,26301,21913
DBX U.S. Real Estate Portfolio,2002-08-31,F-106,FTSE Nareit Equity REITs Index,27407,22787
DBX U.S. Real Estate Portfolio,2002-07-31,F-106,FTSE Nareit Equity REITs Index,27500,22832
DBX U.S. Real Estate Portfolio,2002-06-30,F-106,FTSE Nareit Equity REITs Index,29241,24092
DBX U.S. Real Estate Portfolio,2002-05-31,F-106,FTSE Nareit Equity REITs Index,28859,23451
DBX U.S. Real Estate Portfolio,2002-04-30,F-106,FTSE Nareit Equity REITs Index,28640,23138
DBX U.S. Real Estate Portfolio,2002-03-31,F-106,FTSE Nareit Equity REITs Index,28450,22942
DBX U.S. Real Estate Portfolio,2002-02-28,F-106,FTSE Nareit Equity REITs Index,26953,21644
DBX U.S. Real Estate Portfolio,2002-01-31,F-106,FTSE Nareit Equity REITs Index,26502,21234
DBX U.S. Real Estate Portfolio,2001-12-31,F-106,FTSE Nareit Equity REITs Index,26394,21193
DBX U.S. Real Estate Portfolio,2001-11-30,F-106,FTSE Nareit Equity REITs Index,25723,20689
DBX U.S. Real Estate Portfolio,2001-10-31,F-106,FTSE Nareit Equity REITs Index,24336,19610
DBX U.S. Real Estate Portfolio,2001-09-30,F-106,FTSE Nareit Equity REITs Index,25074,20187
DBX U.S. Real Estate Portfolio,2001-08-31,F-106,FTSE Nareit Equity REITs Index,26466,21062
DBX U.S. Real Estate Portfolio,2001-07-31,F-106,FTSE Nareit Equity REITs Index,25520,20319
DBX U.S. Real Estate Portfolio,2001-06-30,F-106,FTSE Nareit Equity REITs Index,25935,20729
DBX U.S. Real Estate Portfolio,2001-05-31,F-106,FTSE Nareit Equity REITs Index,24689,19582
DBX U.S. Real Estate Portfolio,2001-04-30,F-106,FTSE Nareit Equity REITs Index,24251,19120
DBX U.S. Real Estate Portfolio,2001-03-31,F-106,FTSE Nareit Equity REITs Index,23772,18675
DBX U.S. Real Estate Portfolio,2001-02-28,F-106,FTSE Nareit Equity REITs Index,24055,18495
DBX U.S. Real Estate Portfolio,2001-01-31,F-106,FTSE Nareit Equity REITs Index,24255,18794
DBX U.S. Real Estate Portfolio,2000-12-31,F-106,FTSE Nareit Equity REITs Index,24155,18601
DBX U.S. Real Estate Portfolio,2000-11-30,F-106,FTSE Nareit Equity REITs Index,22687,17378
DBX U.S. Real Estate Portfolio,2000-10-31,F-106,FTSE Nareit Equity REITs Index,22280,17158
DBX U.S. Real Estate Portfolio,2000-09-30,F-106,FTSE Nareit Equity REITs Index,23359,17935
DBX U.S. Real Estate Portfolio,2000-08-31,F-106,FTSE Nareit Equity REITs Index,22522,17382
DBX U.S. Real Estate Portfolio,2000-07-31,F-106,FTSE Nareit Equity REITs Index,23166,18117
DBX U.S. Real Estate Portfolio,2000-06-30,F-106,FTSE Nareit Equity REITs Index,21363,16661
DBX U.S. Real Estate Portfolio,2000-05-31,F-106,FTSE Nareit Equity REITs Index,20552,16244
DBX U.S. Real Estate Portfolio,2000-04-30,F-106,FTSE Nareit Equity REITs Index,20361,16086
DBX U.S. Real Estate Portfolio,2000-03-31,F-106,FTSE Nareit Equity REITs Index,19025,15073
DBX U.S. Real Estate Portfolio,2000-02-29,F-106,FTSE Nareit Equity REITs Index,18396,14593
DBX U.S. Real Estate Portfolio,2000-01-31,F-106,FTSE Nareit Equity REITs Index,18648,14769
DBX U.S. Real Estate Portfolio,1999-12-31,F-106,FTSE Nareit Equity REITs Index,18632,14720
DBX U.S. Real Estate Portfolio,1999-11-30,F-106,FTSE Nareit Equity REITs Index,17896,14268
DBX U.S. Real Estate Portfolio,1999-10-31,F-106,FTSE Nareit Equity REITs Index,18284,14504
DBX U.S. Real Estate Portfolio,1999-09-30,F-106,FTSE Nareit Equity REITs Index,18772,14870
DBX U.S. Real Estate Portfolio,1999-08-31,F-106,FTSE Nareit Equity REITs Index,19602,15458
DBX U.S. Real Estate Portfolio,1999-07-31,F-106,FTSE Nareit Equity REITs Index,19879,15656
DBX U.S. Real Estate Portfolio,1999-06-30,F-106,FTSE Nareit Equity REITs Index,20619,16171
DBX U.S. Real Estate Portfolio,1999-05-31,F-106,FTSE Nareit Equity REITs Index,20649,16437
DBX U.S. Real Estate Portfolio,1999-04-30,F-106,FTSE Nareit Equity REITs Index,20227,16083
DBX U.S. Real Estate Portfolio,1999-03-31,F-106,FTSE Nareit Equity REITs Index,18376,14689
DBX U.S. Real Estate Portfolio,1999-02-28,F-106,FTSE Nareit Equity REITs Index,18316,14755
DBX U.S. Real Estate Portfolio,1999-01-31,F-106,FTSE Nareit Equity REITs Index,18480,15111
DBX U.S. Real Estate Portfolio,1998-12-31,F-106,FTSE Nareit Equity REITs Index,18911,15433
DBX U.S. Real Estate Portfolio,1998-11-30,F-106,FTSE Nareit Equity REITs Index,18730,15832
DBX U.S. Real Estate Portfolio,1998-10-31,F-106,FTSE Nareit Equity REITs Index,18345,15602
DBX U.S. Real Estate Portfolio,1998-09-30,F-106,FTSE Nareit Equity REITs Index,18503,15897
DBX U.S. Real Estate Portfolio,1998-08-31,F-106,FTSE Nareit Equity REITs Index,17481,15045
DBX U.S. Real Estate Portfolio,1998-07-31,F-106,FTSE Nareit Equity REITs Index,19363,16613
DBX U.S. Real Estate Portfolio,1998-06-30,F-106,FTSE Nareit Equity REITs Index,20433,17766
DBX U.S. Real Estate Portfolio,1998-05-31,F-106,FTSE Nareit Equity REITs Index,20715,17887
DBX U.S. Real Estate Portfolio,1998-04-30,F-106,FTSE Nareit Equity REITs Index,20955,18013
DBX U.S. Real Estate Portfolio,1998-03-31,F-106,FTSE Nareit Equity REITs Index,21295,18620
DBX U.S. Real Estate Portfolio,1998-02-28,F-106,FTSE Nareit Equity REITs Index,21155,18292
DBX U.S. Real Estate Portfolio,1998-01-31,F-106,FTSE Nareit Equity REITs Index,20931,18608
DBX U.S. Real Estate Portfolio,1997-12-31,F-106,FTSE Nareit Equity REITs Index,21562,18707
DBX U.S. Real Estate Portfolio,1997-11-30,F-106,FTSE Nareit Equity REITs Index,20912,18276
DBX U.S. Real Estate Portfolio,1997-10-31,F-106,FTSE Nareit Equity REITs Index,20595,17889
DBX U.S. Real Estate Portfolio,1997-09-30,F-106,FTSE Nareit Equity REITs Index,21103,18386
DBX U.S. Real Estate Portfolio,1997-08-31,F-106,FTSE Nareit Equity REITs Index,19468,16910
DBX U.S. Real Estate Portfolio,1997-07-31,F-106,FTSE Nareit Equity REITs Index,19589,16951
DBX U.S. Real Estate Portfolio,1997-06-30,F-106,FTSE Nareit Equity REITs Index,18832,16443
DBX U.S. Real Estate Portfolio,1997-05-31,F-106,FTSE Nareit Equity REITs Index,17807,15681
DBX U.S. Real Estate Portfolio,1997-04-30,F-106,FTSE Nareit Equity REITs Index,16994,15235
DBX U.S. Real Estate Portfolio,1997-03-31,F-106,FTSE Nareit Equity REITs Index,17634,15664
DBX U.S. Real Estate Portfolio,1997-02-28,F-106,FTSE Nareit Equity REITs Index,17904,15697
DBX U.S. Real Estate Portfolio,1997-01-31,F-106,FTSE Nareit Equity REITs Index,17529,15729
DBX U.S. Real Estate Portfolio,1996-12-31,F-106,FTSE Nareit Equity REITs Index,16895,15552
DBX U.S. Real Estate Portfolio,1996-11-30,F-106,FTSE Nareit Equity REITs Index,15387,14088
DBX U.S. Real Estate Portfolio,1996-10-31,F-106,FTSE Nareit Equity REITs Index,14773,13475
DBX U.S. Real Estate Portfolio,1996-09-30,F-106,FTSE Nareit Equity REITs Index,14477,13086
DBX U.S. Real Estate Portfolio,1996-08-31,F-106,FTSE Nareit Equity REITs Index,14061,12862
DBX U.S. Real Estate Portfolio,1996-07-31,F-106,FTSE Nareit Equity REITs Index,13362,12375
DBX U.S. Real Estate Portfolio,1996-06-30,F-106,FTSE Nareit Equity REITs Index,13451,12283
DBX U.S. Real Estate Portfolio,1996-05-31,F-106,FTSE Nareit Equity REITs Index,13129,12125
DBX U.S. Real Estate Portfolio,1996-04-30,F-106,FTSE Nareit Equity REITs Index,12861,11820
DBX U.S. Real Estate Portfolio,1996-03-31,F-106,FTSE Nareit Equity REITs Index,12732,11760
DBX U.S. Real Estate Portfolio,1996-02-29,F-106,FTSE Nareit Equity REITs Index,12774,11825
DBX U.S. Real Estate Portfolio,1996-01-31,F-106,FTSE Nareit Equity REITs Index,12509,11688
DBX U.S. Real Estate Portfolio,1995-12-31,F-106,FTSE Nareit Equity REITs Index,12107,11499
DBX U.S. Real Estate Portfolio,1995-11-30,F-106,FTSE Nareit Equity REITs Index,11200,10903
DBX U.S. Real Estate Portfolio,1995-10-31,F-106,FTSE Nareit Equity REITs Index,11250,10805
DBX U.S. Real Estate Portfolio,1995-09-30,F-106,FTSE Nareit Equity REITs Index,11510,11041
DBX U.S. Real Estate Portfolio,1995-08-31,F-106,FTSE Nareit Equity REITs Index,11230,10856
DBX U.S. Real Estate Portfolio,1995-07-31,F-106,FTSE Nareit Equity REITs Index,11130,10727
DBX U.S. Real Estate Portfolio,1995-06-30,F-106,FTSE Nareit Equity REITs Index,10830,10546
DBX U.S. Real Estate Portfolio,1995-05-31,F-106,FTSE Nareit Equity REITs Index,10490,10381
DBX U.S. Real Estate Portfolio,1995-04-30,F-106,FTSE Nareit Equity REITs Index,10010,9957
DBX U.S. Real Estate Portfolio,1995-03-31,F-106,FTSE Nareit Equity REITs Index,10070,9960
DBX U.S. Real Estate Portfolio,1995-02-28,F-106,FTSE Nareit Equity REITs Index,9960,10000
DBX U.S. Real Estate Portfolio,1995-02-24,F-106,FTSE Nareit Equity REITs Index,10000,10000
DBX Emerging Markets ex China Portfolio,2023-09-30,F-107,MSCI Emerging Markets ex China Net Index,11670,11467
DBX Emerging Markets ex China Portfolio,2023-08-31,F-107,MSCI Emerging Markets ex China Net Index,11930,11768
DBX Emerging Markets ex China Portfolio,2023-07-31,F-107,MSCI Emerging Markets ex China Net Index,12510,12377
DBX Emerging Markets ex China Portfolio,2023-06-30,F-107,MSCI Emerging Markets ex China Net Index,12100,11862
DBX Emerging Markets ex China Portfolio,2023-05-31,F-107,MSCI Emerging Markets ex China Net Index,11540,11436
DBX Emerging Markets ex China Portfolio,2023-04-30,F-107,MSCI Emerging Markets ex China Net Index,11410,11278
DBX Emerging Markets ex China Portfolio,2023-03-31,F-107,MSCI Emerging Markets ex China Net Index,11360,11186
DBX Emerging Markets ex China Portfolio,2023-02-28,F-107,MSCI Emerging Markets ex China Net Index,11140,10932
DBX Emerging Markets ex China Portfolio,2023-01-31,F-107,MSCI Emerging Markets ex China Net Index,11780,11450
DBX Emerging Markets ex China Portfolio,2022-12-31,F-107,MSCI Emerging Markets ex China Net Index,10890,10798
DBX Emerging Markets ex China Portfolio,2022-11-30,F-107,MSCI Emerging Markets ex China Net Index,11550,11280
DBX Emerging Markets ex China Portfolio,2022-10-31,F-107,MSCI Emerging Markets ex China Net Index,10480,10315
DBX Emerging Markets ex China Portfolio,2022-09-30,F-107,MSCI Emerging Markets ex China Net Index,10000,10000
DBX Growth Portfolio,2023-09-30,F-108,Russell 1000 Growth Index,231798,228065
DBX Growth Portfolio,2023-08-31,F-108,Russell 1000 Growth Index,244140,241182
DBX Growth Portfolio,2023-07-31,F-108,Russell 1000 Growth Index,268971,243367
DBX Growth Portfolio,2023-06-30,F-108,Russell 1000 Growth Index,247135,235435
DBX Growth Portfolio,2023-05-31,F-108,Russell 1000 Growth Index,226978,220365
DBX Growth Portfolio,2023-04-30,F-108,Russell 1000 Growth Index,206019,210759
DBX Growth Portfolio,2023-03-31,F-108,Russell 1000 Growth Index,219529,208700
DBX Growth Portfolio,2023-02-28,F-108,Russell 1000 Growth Index,210985,195347
DBX Growth Portfolio,2023-01-31,F-108,Russell 1000 Growth Index,220040,197695
DBX Growth Portfolio,2022-12-31,F-108,Russell 1000 Growth Index,186739,182485
DBX Growth Portfolio,2022-11-30,F-108,Russell 1000 Growth Index,209141,197614
DBX Growth Portfolio,2022-10-31,F-108,Russell 1000 Growth Index,214972,189002
DBX Growth Portfolio,2022-09-30,F-108,Russell 1000 Growth Index,209648,178565
DBX Growth Portfolio,2022-08-31,F-108,Russell 1000 Growth Index,233351,197793
DBX Growth Portfolio,2022-07-31,F-108,Russell 1000 Growth Index,230245,207458
DBX Growth Portfolio,2022-06-30,F-108,Russell 1000 Growth Index,202867,185227
DBX Growth Portfolio,2022-05-31,F-108,Russell 1000 Growth Index,223401,201161
DBX Growth Portfolio,2022-04-30,F-108,Russell 1000 Growth Index,268524,205949
DBX Growth Portfolio,2022-03-31,F-108,Russell 1000 Growth Index,345019,234235
DBX Growth Portfolio,2022-02-28,F-108,Russell 1000 Growth Index,362828,225417
DBX Growth Portfolio,2022-01-31,F-108,Russell 1000 Growth Index,366440,235416
DBX Growth Portfolio,2021-12-31,F-108,Russell 1000 Growth Index,470821,257518
DBX Growth Portfolio,2021-11-30,F-108,Russell 1000 Growth Index,527922,252186
DBX Growth Portfolio,2021-10-31,F-108,Russell 1000 Growth Index,545964,250653
DBX Growth Portfolio,2021-09-30,F-108,Russell 1000 Growth Index,506959,230674
DBX Growth Portfolio,2021-08-31,F-108,Russell 1000 Growth Index,541300,244359
DBX Growth Portfolio,2021-07-31,F-108,Russell 1000 Growth Index,529562,235552
DBX Growth Portfolio,2021-06-30,F-108,Russell 1000 Growth Index,529767,228037
DBX Growth Portfolio,2021-05-31,F-108,Russell 1000 Growth Index,472362,214575
DBX Growth Portfolio,2021-04-30,F-108,Russell 1000 Growth Index,485381,217584
DBX Growth Portfolio,2021-03-31,F-108,Russell 1000 Growth Index,460471,203723
DBX Growth Portfolio,2021-02-28,F-108,Russell 1000 Growth Index,501475,200282
DBX Growth Portfolio,2021-01-31,F-108,Russell 1000 Growth Index,475642,200329
DBX Growth Portfolio,2020-12-31,F-108,Russell 1000 Growth Index,468826,201822
DBX Growth Portfolio,2020-11-30,F-108,Russell 1000 Growth Index,460631,192948
DBX Growth Portfolio,2020-10-31,F-108,Russell 1000 Growth Index,386605,175027
DBX Growth Portfolio,2020-09-30,F-108,Russell 1000 Growth Index,402424,181180
DBX Growth Portfolio,2020-08-31,F-108,Russell 1000 Growth Index,396885,190125
DBX Growth Portfolio,2020-07-31,F-108,Russell 1000 Growth Index,365670,172341
DBX Growth Portfolio,2020-06-30,F-108,Russell 1000 Growth Index,331074,160029
DBX Growth Portfolio,2020-05-31,F-108,Russell 1000 Growth Index,298920,153351
DBX Growth Portfolio,2020-04-30,F-108,Russell 1000 Growth Index,252120,143704
DBX Growth Portfolio,2020-03-31,F-108,Russell 1000 Growth Index,209122,125180
DBX Growth Portfolio,2020-02-29,F-108,Russell 1000 Growth Index,230292,138839
DBX Growth Portfolio,2020-01-31,F-108,Russell 1000 Growth Index,231043,148985
DBX Growth Portfolio,2019-12-31,F-108,Russell 1000 Growth Index,217477,145727
DBX Growth Portfolio,2019-11-30,F-108,Russell 1000 Growth Index,219468,141459
DBX Growth Portfolio,2019-10-31,F-108,Russell 1000 Growth Index,202042,135450
DBX Growth Portfolio,2019-09-30,F-108,Russell 1000 Growth Index,201831,131736
DBX Growth Portfolio,2019-08-31,F-108,Russell 1000 Growth Index,217099,131720
DBX Growth Portfolio,2019-07-31,F-108,Russell 1000 Growth Index,227842,132737
DBX Growth Portfolio,2019-06-30,F-108,Russell 1000 Growth Index,226235,129805
DBX Growth Portfolio,2019-05-31,F-108,Russell 1000 Growth Index,211601,121464
DBX Growth Portfolio,2019-04-30,F-108,Russell 1000 Growth Index,219298,129654
DBX Growth Portfolio,2019-03-31,F-108,Russell 1000 Growth Index,210966,124050
DBX Growth Portfolio,2019-02-28,F-108,Russell 1000 Growth Index,208048,120617
DBX Growth Portfolio,2019-01-31,F-108,Russell 1000 Growth Index,198066,116450
DBX Growth Portfolio,2018-12-31,F-108,Russell 1000 Growth Index,176581,106846
DBX Growth Portfolio,2018-11-30,F-108,Russell 1000 Growth Index,191354,116897
DBX Growth Portfolio,2018-10-31,F-108,Russell 1000 Growth Index,189060,115668
DBX Growth Portfolio,2018-09-30,F-108,Russell 1000 Growth Index,211073,127028
DBX Growth Portfolio,2018-08-31,F-108,Russell 1000 Growth Index,212804,126322
DBX Growth Portfolio,2018-07-31,F-108,Russell 1000 Growth Index,195459,119773
DBX Growth Portfolio,2018-06-30,F-108,Russell 1000 Growth Index,195953,116357
DBX Growth Portfolio,2018-05-31,F-108,Russell 1000 Growth Index,192527,115248
DBX Growth Portfolio,2018-04-30,F-108,Russell 1000 Growth Index,180320,110408
DBX Growth Portfolio,2018-03-31,F-108,Russell 1000 Growth Index,179965,110024
DBX Growth Portfolio,2018-02-28,F-108,Russell 1000 Growth Index,182249,113126
DBX Growth Portfolio,2018-01-31,F-108,Russell 1000 Growth Index,179808,116172
DBX Growth Portfolio,2017-12-31,F-108,Russell 1000 Growth Index,164016,108488
DBX Growth Portfolio,2017-11-30,F-108,Russell 1000 Growth Index,164386,107650
DBX Growth Portfolio,2017-10-31,F-108,Russell 1000 Growth Index,161036,104476
DBX Growth Portfolio,2017-09-30,F-108,Russell 1000 Growth Index,152713,100579
DBX Growth Portfolio,2017-08-31,F-108,Russell 1000 Growth Index,154570,99288
DBX Growth Portfolio,2017-07-31,F-108,Russell 1000 Growth Index,150292,97501
DBX Growth Portfolio,2017-06-30,F-108,Russell 1000 Growth Index,145600,94977
DBX Growth Portfolio,2017-05-31,F-108,Russell 1000 Growth Index,147059,95227
DBX Growth Portfolio,2017-04-30,F-108,Russell 1000 Growth Index,138342,92814
DBX Growth Portfolio,2017-03-31,F-108,Russell 1000 Growth Index,132508,90739
DBX Growth Portfolio,2017-02-28,F-108,Russell 1000 Growth Index,128101,89701
DBX Growth Portfolio,2017-01-31,F-108,Russell 1000 Growth Index,125606,86124
DBX Growth Portfolio,2016-12-31,F-108,Russell 1000 Growth Index,114037,83316
DBX Growth Portfolio,2016-11-30,F-108,Russell 1000 Growth Index,116296,82298
DBX Growth Portfolio,2016-10-31,F-108,Russell 1000 Growth Index,119376,80545
DBX Growth Portfolio,2016-09-30,F-108,Russell 1000 Growth Index,123767,82482
DBX Growth Portfolio,2016-08-31,F-108,Russell 1000 Growth Index,120230,82181
DBX Growth Portfolio,2016-07-31,F-108,Russell 1000 Growth Index,119224,82592
DBX Growth Portfolio,2016-06-30,F-108,Russell 1000 Growth Index,111601,78869
DBX Growth Portfolio,2016-05-31,F-108,Russell 1000 Growth Index,112521,79180
DBX Growth Portfolio,2016-04-30,F-108,Russell 1000 Growth Index,109531,77672
DBX Growth Portfolio,2016-03-31,F-108,Russell 1000 Growth Index,109761,78387
DBX Growth Portfolio,2016-02-29,F-108,Russell 1000 Growth Index,102086,73435
DBX Growth Portfolio,2016-01-31,F-108,Russell 1000 Growth Index,105104,73466
DBX Growth Portfolio,2015-12-31,F-108,Russell 1000 Growth Index,116259,77810
DBX Growth Portfolio,2015-11-30,F-108,Russell 1000 Growth Index,116712,78969
DBX Growth Portfolio,2015-10-31,F-108,Russell 1000 Growth Index,112747,78748
DBX Growth Portfolio,2015-09-30,F-108,Russell 1000 Growth Index,106273,72505
DBX Growth Portfolio,2015-08-31,F-108,Russell 1000 Growth Index,111101,74344
DBX Growth Portfolio,2015-07-31,F-108,Russell 1000 Growth Index,119247,79151
DBX Growth Portfolio,2015-06-30,F-108,Russell 1000 Growth Index,112816,76555
DBX Growth Portfolio,2015-05-31,F-108,Russell 1000 Growth Index,112655,77928
DBX Growth Portfolio,2015-04-30,F-108,Russell 1000 Growth Index,112388,76846
DBX Growth Portfolio,2015-03-31,F-108,Russell 1000 Growth Index,110328,76463
DBX Growth Portfolio,2015-02-28,F-108,Russell 1000 Growth Index,112441,77343
DBX Growth Portfolio,2015-01-31,F-108,Russell 1000 Growth Index,104471,72509
DBX Growth Portfolio,2014-12-31,F-108,Russell 1000 Growth Index,103882,73637
DBX Growth Portfolio,2014-11-30,F-108,Russell 1000 Growth Index,106765,74412
DBX Growth Portfolio,2014-10-31,F-108,Russell 1000 Growth Index,104933,72127
DBX Growth Portfolio,2014-09-30,F-108,Russell 1000 Growth Index,102234,70275
DBX Growth Portfolio,2014-08-31,F-108,Russell 1000 Growth Index,104831,71309
DBX Growth Portfolio,2014-07-31,F-108,Russell 1000 Growth Index,99230,68185
DBX Growth Portfolio,2014-06-30,F-108,Russell 1000 Growth Index,100360,69245
DBX Growth Portfolio,2014-05-31,F-108,Russell 1000 Growth Index,96291,67921
DBX Growth Portfolio,2014-04-30,F-108,Russell 1000 Growth Index,92501,65869
DBX Growth Portfolio,2014-03-31,F-108,Russell 1000 Growth Index,96876,65866
DBX Growth Portfolio,2014-02-28,F-108,Russell 1000 Growth Index,103692,66537
DBX Growth Portfolio,2014-01-31,F-108,Russell 1000 Growth Index,98020,63280
DBX Growth Portfolio,2013-12-31,F-108,Russell 1000 Growth Index,97613,65137
DBX Growth Portfolio,2013-11-30,F-108,Russell 1000 Growth Index,92539,63328
DBX Growth Portfolio,2013-10-31,F-108,Russell 1000 Growth Index,89783,61590
DBX Growth Portfolio,2013-09-30,F-108,Russell 1000 Growth Index,86515,58981
DBX Growth Portfolio,2013-08-31,F-108,Russell 1000 Growth Index,80124,56465
DBX Growth Portfolio,2013-07-31,F-108,Russell 1000 Growth Index,79222,57450
